id,원본 파일명,최종 업데이트 날짜,제 O장,제 O조,content,단락 수,콘텐츠 타입
194bf201-e122-479d-afaa-6c485538b373,방송광고 판매대행 약관(방송사용)(2025년도 2월 개정).pdf,2025-02,제2장 방송광고,제7조(개편),방송사는 방송프로그램을 개편하고자 하는 경우 개편 7일 전까지 공사에  서면으로 이를 통보하여야 합니다. 단 방송사의 사정으로 개편 7일 전까지 개편내용이 확정되지 않은 경우에는 예외 로 합니다.,1,regulation
700c4e9c-4c75-47e4-9eaf-2050ad9ca4c9,방송광고 판매대행 약관(방송사용)(2025년도 2월 개정).pdf,2025-02,제2장 방송광고,제8조(방송프로그램의 변경),"①방송사는 천재지변 등 방송사의 합리적인 통제범위를 벗어난 사유(이하 "" 불가항력""이라 합니다), 공공적 및 사회적 필요성 또는 방송사의 부득이한 사정에 의하여 방송프로그 램의 일부 또는 전부가 변경된 때에는 지체 없이 공사에 통지하여야 합니다.
②제1항의 변경으로 인한 광고요금은 제9조를 준용합니다.",1,regulation
04f0d26d-e476-496e-bff4-b8464e241781,방송광고 판매대행 약관(방송사용)(2025년도 2월 개정).pdf,2025-02,제2장 방송광고,제9조(시급의 적용과 변경),"①방송광고가 복수의 시급에 걸쳐 방송되는 경우, 토막광고와 자막광고는 높 은 쪽의 시급을 적용하고, 방송프로그램의 전파료는 해당시급의 비율에 의합니다.
②방송광고가 다른 시급으로 변경되어 방송된 경우에는 다음과 같이 시급을 적용합니다. 다만, 가상광 고는 시급이 변경되어 방송된 경우에도 당초 청약한 광고요금을 적용합니다. 1. 방송프로그램의 전후 방송프로그램광고가 각각 청약당시 방송 프로그램 편성표보다 낮은 시급으 로 변경되어 방송된 경우, 광고요금은 변경된 시간대의 기본 방송프로그램 광고요금에 준하여 재 산정합니다. 다만, 높은 시급으로 변경 방송된 경우에는 당초 청약한 광고요금을 적용합니다. 2. 토막광고 및 자막광고가 낮은 시급으로 10분 이상 변경되어 방송된 경우에는 실제 방송된 시급의 광고요금을 적용합니다. 다만, 시급이 2시급 이상 변경되는 경우에는 최종 변경된 시급을 기준으 로 합니다. 3. 제1호의 시급변경을 동반한 시보광고의 시급변경에 따른 광고요금은 변경된 시간대의 기본방송프 로그램에 준하여 재산정합니다. 다만, 네트워크 지역지상파텔레비전방송 및  라디오방송의 시보광 고 시급변경에 따른 광고요금은 제2호의 토막광고의 시급변경에 따른 광고요금을 기준으로 산정 합니다.",1,regulation
0e984a31-a5fd-4fe5-b9c3-3184995f54cd,방송광고 판매대행 약관(방송사용)(2025년도 2월 개정).pdf,2025-02,제2장 방송광고,제10조(판매방식),"①공사는 방송사와 협의하여 다음 각 호와 같은 판매방식을 운영합니다. <개정 2020.11.30.> <개정 2025.2.21> 1. 복수의 방송광고를 하나의 상품으로 구성하여 판매하는 패키지 판매방식(단, 제11조의 ‘방송광고 결합판매’는 제외합니다) 2. 판매기간에 따른 판매방식 가. 업프런트(Upfront) 판매 : 3개월 이상 단위 판매 나. 정기물 판매 : 2개월 이하 단위 판매 - 4 - 다. 임시물 판매 : 단 건에서 1개월 이하 단위 판매 3. 공사가 사전 지정한 방송광고를 대상으로 보다 높은 광고요금을 제시하는 방송광고 청약자에게 판매하는 프리엠션(Preemption) 판매방식 4. 공사가 사전에 정한 방송프로그램광고순서 지정대가를 부담할 경우에 방송광고 청약자가 방송프 로그램광고의 방송순서를 정할 수 있도록 하는 방송프로그램광고순서 지정판매방식 5. 시청률 요인, 방송광고 시장의 변동 요인 등을 고려하여 방송광고 청약자에게 시청률, 청약횟수 등을 보장하거나 청약액을 확정하는 판매방식 - 총시청률(Gross rating points) 보장판매, ROS(Run of Schedule)판매, 월 청약액 확정 판매 등
②공사는 방송사와 협의하여 방송광고 판매방식에 따라 광고요금의 할인 및 할증, 무상의 방송광고시 간 추가제공 등을 할 수 있습니다. <개정 2025.2.21>
③제1항에 따른 판매방식 및 그 변경이나 폐지, 제2항에 따른 광고요금의 할인 및 할증, 무상의 방송 광고시간 추가제공 등은 방송사와 사전에 협의하여 정한 범위 내에서 시행하며 그 내용은 문서(전자 문서를 포함합니다)로 사전고지합니다. 다만, 협의된 내용을 광고1번지 등 판매정보지와 코바넷에 게 재함으로써 사전고지를 대신할 수 있습니다. <개정 2020.11.30.> <개정 2025.2.21>",1,regulation
8560a89e-821d-4706-9de4-3d027ba0ada9,방송광고 판매대행 약관(방송사용)(2025년도 2월 개정).pdf,2025-02,제2장 방송광고,제11조(방송광고 결합판매),공사는 방송광고판매법 제20조에 따라 네트워크 지역지상파방송사업자와 중 소지상파방송사업자의 방송광고를 다른 지상파방송사업자의 방송광고와 결합하여 판매합니다.,1,regulation
66441c43-ffc7-4c3d-86a0-afb338f15115,방송광고 판매대행 약관(방송사용)(2025년도 2월 개정).pdf,2025-02,제2장 방송광고,제12조(방송광고 판매제한),공사는 광고주가 특정되지 않은 상태에서 방송광고를 판매할 수 없습니다.,1,regulation
2f08dfde-4b22-40e5-9277-e9b08e9f7092,방송광고 판매대행 약관(방송사용)(2025년도 2월 개정).pdf,2025-02,제2장 방송광고,제13조(방송광고의 운행),"①방송사는 공사가 판매대행하는 방송광고가 방송에 적합한지 여부를 심의하 여 방송합니다.
②공사는 방송사가 사전 고지한 방송편성일정에 따라 광고방송 개시 전에 방송광고의 운행의뢰와 방 송광고판매신탁서 및 방송광고를 방송광고 전산시스템을 통하여 방송사에게 송부합니다. 다만, 방송프 로그램의 변경 등으로 방송광고 전산시스템을 활용하기 어려운 경우, 공사는 전화, 팩스, 전자메일 등 을 통하여 방송사와 협의하여 운행의뢰를 할 수 있습니다. 이 경우 공사는 방송광고의 운행의뢰를 한 후 1주일 이내에 방송사에게 방송광고 전산시스템으로 송부합니다.
③방송사는 공사가 제2항에 따라 송부한 내용대로 방송광고를 방송합니다.",1,regulation
be7031c8-3b3a-4eb8-bdf6-0ae955305f7f,방송광고 판매대행 약관(방송사용)(2025년도 2월 개정).pdf,2025-02,제2장 방송광고,제14조(방송광고 운행불일치),"①방송광고 운행불일치는 다음 각 호의 사항을 말합니다. 1. 공사 또는 방송사의 착오로 방송광고 청약자의 방송광고 일부 또는 전부가 방송되지 아니한 경우 가. 편집착오 : 구 광고소재 사용, 광고소재 착오, 방송광고 기간 착오 나. 초수 짤림 다. 비디오, 오디오 불량 등 2. 방송광고 청약자가 청약하지 않은 방송광고가 방송된 경우 및 시간대 착오, 법적 허용량 초과 방 송광   고물 등 3. 방송광고 청약자의 귀책사유로 방송광고의 일부 또는 전부가 방송된 경우 등
②제1항의 제1호, 제2호의 경우 해당분의 광고요금을 청구하지 아니합니다.
③제1항의 제3호의 경우 광고요금을 방송광고 청약자가 부담합니다. 다만, 청약 및 편성 변경 등의 사 - 5 - 유로 광고요금이 변동되어 발생하는 경우에는 방송광고 청약자, 방송사, 공사가 협의하여 달리 처리할 수 있습니다. <개정 2020.11.30.>",1,regulation
bbdd4f69-7c17-4736-8e69-73526cdd3f5b,방송광고 판매대행 약관(방송사용)(2025년도 2월 개정).pdf,2025-02,제2장 방송광고,제15조(판매현황 송부),공사는 당해 월간 방송광고 판매현황을 익월 10일까지 방송사에게 송부합니다.,1,regulation
9cbbd345-7cc4-4c84-bb83-e714eef517af,방송광고 판매대행 약관(방송사용)(2025년도 2월 개정).pdf,2025-02,제2장의 1 간접광고에 관한 특례,제16조(용어의 정의),"이 장에서 사용하는 용어는 다음 각 호에서 정의하는 바와 같습니다. <개정 2025.2.21> 1. “노출”은 방송프로그램 내에서 상품, 로고 등으로 상품이나 서비스 또는 회사를 알 수 있는 표시 화면에 나타내는 것을 말합니다. 2. “노출횟수”는 방송프로그램 안에서 시행된 노출의 횟수를 말하며, 이때 1회는 한 회 방송분당 한 장면(scene)에서 상표, 로고 등이 노출되었을 때로 정의합니다. 단, 청약사항에 따라 1초 노출 또 는 방송프로그램 1회 방송을 노출 1회로 처리할 수 있습니다. 3. “간접광고 판매의뢰서”는 공사에 간접광고 판매를 의뢰하기 위하여 방송사가 방송프로그램에 간 접광고를 노출하고자 해당 방송프로그램의 주요 내용과 노출 가능한 간접광고의 유형, 노출방식 등을 기재한 서류를 말합니다. 4. “간접광고 이행의뢰서”는 방송광고 청약자가 판매의뢰서를 토대로 노출품목, 노출방식 등 간접광 고 노출에 관한 세부적인 이행사항을 기술한 서류를 말하며 방송사가 수락하면 방송광고 청약자, 공사, 방송사간 간접광고의 내용으로 확정됩니다.",1,regulation
f04f6d41-5121-4688-8249-47fe4b839f21,방송광고 판매대행 약관(방송사용)(2025년도 2월 개정).pdf,2025-02,제2장의 1 간접광고에 관한 특례,"제17조(예고방송, 재방송, 연장방송 등)","①간접광고로 청약된 방송프로그램이 예고방송되거나 재방송된 경우, 그 예고방송 및 재방송에 대해서는 간접광고요금을 청구하지 않습니다.
②간접광고로 청약된 방송프로그램이 연장방송된 경우, 연장방송분에 대한 간접광고요금은 공사와 방 송사간 협의하여 재산정할 수 있습니다.
③간접광고의 시급이 변경되어 방송된 경우에도 당초 청약한 광고요금을 적용합니다.",1,regulation
fffc6720-8be0-4f81-abc0-0c59ed7022f0,방송광고 판매대행 약관(방송사용)(2025년도 2월 개정).pdf,2025-02,제2장의 1 간접광고에 관한 특례,제18조(간접광고 판매의뢰서 통지),"①방송사가 기획하여 방송하는 방송프로그램에 간접광고를 노출하고 자 할 때에는 방송사는 해당 방송프로그램의 간접광고 판매의뢰서를 공사에 통지하여야 합니다. 단 공사와 방송사의 업무 담당자 간 사전 협의에 의하여 이를 생략할 수 있습니다.
②제1항에 따라 통지된 간접광고 판매의뢰서의 내용이 취소되거나 변경된 때에는 방송사는 지체 없이 그 사실을 공사에게 통지하여야 합니다.",1,regulation
e8c44fd3-06e8-4f00-96be-b5f5846116c5,방송광고 판매대행 약관(방송사용)(2025년도 2월 개정).pdf,2025-02,제2장의 1 간접광고에 관한 특례,제19조(간접광고 이행의뢰서 송부),"①방송사의 해당 방송프로그램에 간접광고 청약을 하고자 하는 자 (이하 “간접광고 청약자”라 합니다)는 청약사항에 관하여 해당 공사 영업담당자와 협의한 후 간접광 고 이행의뢰서를 작성하여 코바넷 시스템을 통하여 공사에 송부합니다. <개정 2025.2.21>
②공사는 간접광고 청약자로부터 간접광고 이행의뢰서를 수령했을 시, 그 내용을 확인한 후 코바넷 시스템을 통하여 지체 없이 방송사에 송부합니다. <개정 2025.2.21>
③제2항에 따라 간접광고 이행의뢰서를 송부할 때, 공사는 방송사의 요청이 있는 경우에 간접광고 이 - 6 - 행의뢰서의 중요내용을 방송사에 설명합니다.",1,regulation
fb8ab6d7-3d5b-43b7-ad64-a12b0ff7a595,방송광고 판매대행 약관(방송사용)(2025년도 2월 개정).pdf,2025-02,제2장의 1 간접광고에 관한 특례,제20조(계약성립),"①방송사가 제19조에 따라 코바넷 시스템으로 간접광고 이행의뢰서를 송부받고 수락의 의사표시를 한 경우에, 이 약관 및 간접광고 이행의뢰서의 내용에 따라 방송사, 공사 및 간접광고 청 약자간 간접광고 판매계약(이하 ”간접광고 판매계약“이라 합니다)이 성립합니다. <개정 2025.2.21>
②방송사가 간접광고 이행의뢰서를 송부받은 날로부터 7일 이내에 아무런 의사표시를 하지 않는 경우 에 이를 수락한 것으로 보며, 그 때에 간접광고 판매계약이 성립합니다.
③방송사가 간접광고 청약자의 간접광고 이행의뢰서 내용대로 간접광고를 이행하기 곤란하다고 판단 하여 공사에 유선 또는 문서로 이의를 제기한 경우에, 간접광고 판매계약은 성립되지 않습니다.",1,regulation
60f5fe4c-c0f1-4043-8b56-abedc8366a25,방송광고 판매대행 약관(방송사용)(2025년도 2월 개정).pdf,2025-02,제2장의 1 간접광고에 관한 특례,제21조(계약이행),방송사는 제20조에 따라 성립된 간접광고 판매계약의 내용대로 이를 방송하여야 합니 다.,1,regulation
4c05926a-5ead-4083-8b25-54b7d74f2c6f,방송광고 판매대행 약관(방송사용)(2025년도 2월 개정).pdf,2025-02,제2장의 1 간접광고에 관한 특례,제22조(상호협력),"①공사는 방송사에게 방송프로그램의 내용 및 간접광고의 진행상황 등을 확인할 수 있는 관련 자료를 요구할 수 있으며 방송사는 이에 적극 협조하여야 합니다.
②공사는 간접광고 판매대행업무의 진행사항을 적시에 방송사에게 통보하며, 방송사가 별도로 요청하 는 경우에도 이에 적극 협조한다.
③공사와 방송사는 간접광고 판매대행업무를 원활하게 수행하기 위하여 상호 협의 및 연락할 업무담 당자를 선정하며, 업무담당자를 선정하거나 변경한 경우에 상대방에게 이를 통지하여야 합니다.",1,regulation
58610776-52a4-453f-aaf1-9eff92980f4d,방송광고 판매대행 약관(방송사용)(2025년도 2월 개정).pdf,2025-02,제2장의 1 간접광고에 관한 특례,제23조(권리귀속 등),"①공사와 방송사가 간접광고와 관련한 업무를 수행하는 과정에서 개발하거나 획득 한 판매의뢰서, 간접광고물, 기술, 설계 등의 모든 권리의 귀속은 관계법령에서 정하는 바에 따릅니다.
②공사와 방송사는 방송사가 공사에게 제공한 판매의뢰서, 이행의뢰서 수정안과 간접광고물 등으로부 터 발생한 법적 문제나 저작권 등과 관련한 법적 책임을 관계법령이 정하는 바에 따라 부담합니다.",1,regulation
59b63f64-38d8-4433-bf16-352f9303382c,방송광고 판매대행 약관(방송사용)(2025년도 2월 개정).pdf,2025-02,제2장의 1 간접광고에 관한 특례,제24조(불완전 방송 또는 불능 등),"①방송사의 귀책사유로 인하여 간접광고의 일부 또는 전부의 방송이 지체되거나 불완전 또는 불능으로 된 경우에는 해당 방송분의 간접광고요금은 전부 또는 일부를 청구 할 수 없습니다.
②불가항력에 의하여 간접광고의 일부 또는 전부의 방송이 지체되거나 불완전 또는 불능으로 되었을 경우에는 불가항력의 성질, 방송사의 간접광고 제작 및 간접광고 청약자와의 협의상황 등을 고려하여 공사와 방송사가 별도로 합의하여 처리합니다.",1,regulation
d20b2d2e-378e-4b2a-bfe3-b3457c332bae,방송광고 판매대행 약관(방송사용)(2025년도 2월 개정).pdf,2025-02,제2장의 1 간접광고에 관한 특례,제25조(간접광고의 특례),"간접광고 영업대행에 관한 업무와 관련해서는 기본적으로 이 약관의 모든 규 정을 적용하되, 이 장에서 특별히 규정하고 있는 사항에 관해서는 특례 조항에 따릅니다.",1,regulation
c945956d-04b4-4530-bdc2-2ecaea85c542,방송광고 판매대행 약관(방송사용)(2025년도 2월 개정).pdf,2025-02,제3장 코덱스 시스템 <개정 2025.2.21>,제26조(이용 등),"①방송사는 공사가 제공하는 코덱스 시스템을 이 약관에서 정하는 바에 따라 이용할 수 있습니다. <개정 2025.2.21> - 7 -
②공사의 코덱스 시스템에서 광고소재를 수신하기 위한 방송사의 수신 장비의 설치 및 사용에 관한 비용은 방송사가 부담하며, 그 사용에 따른 책임은 방송사에 있습니다. <개정 2025.2.21>
③공사는 방송사에게 코덱스 수신프로그램을 제공합니다. 다만, 코덱스 수신프로그램의 소유권 및 저 작권은 공사에게 있습니다. <개정 2025.2.21>
④방송사는 공사의 사전 서면동의 없이 코덱스 수신프로그램 및 수신받은 디지털 광고소재를 방송광 고 송출 목적 외에 사용할 수 없고 무단사용 시 방송사가 이에 대한 모든 책임을 부담합니다. <개정 2025.2.21>",1,regulation
fbb139ad-b45b-4f96-8568-d397dabc556c,방송광고 판매대행 약관(방송사용)(2025년도 2월 개정).pdf,2025-02,제3장 코덱스 시스템 <개정 2025.2.21>,제27조(업무분담),"①코덱스 시스템과 관련하여 공사와 방송사간 업무범위는 다음 각 호와 같습니다. <개정 2025.2.21> 1. 공사의 업무범위 가. 방송광고 청약자가 방송사에 전달하기 위하여 공사에 보낸 방송광고소재를 디지털 광고소재 로 변환      하는 업무 나. 디지털 광고소재를 관리․전송하는 업무 2. 방송사의 업무범위 가. 광고방송을 위해 디지털 광고소재를 수신하는 업무 나. 광고방송을 위해 수신된 디지털 광고소재를 편집 및 운행하는 업무
②공사와 방송사간 합의로 제1항의 업무범위를 변경하거나 조정할 수 있습니다.
③공사와 방송사는 각자의 업무범위와 관련하여 발생한 사고에 대해서만 책임을 부담합니다.",1,regulation
68455148-a3d1-4b08-b481-d5184083fdbd,방송광고 판매대행 약관(방송사용)(2025년도 2월 개정).pdf,2025-02,제4장  광고요금 등 지급,제28조(광고요금의 지급 등),"①공사는 광고요금을 3개월 이내에 현금화될 수 있는 은행도어음 또는 공 사와 약정한 카드결제로 당해 월 말일을 기준으로 하여 익월 25일까지 방송사에 지급합니다. 단 공사 가 부득이한 사정으로 기일 내에 광고요금을 지급하지 못하는 경우에는 방송사와 사전 협의하여 지급 일을 조정할 수 있습니다.
②제1항의 광고요금이라 함은 공사가 당해 월 판매한 총 광고요금(부가가치세를 포함합니다)을 말합 니다.",1,regulation
7bc853c8-42d5-47e3-bb7d-3454f1a6c4eb,방송광고 판매대행 약관(방송사용)(2025년도 2월 개정).pdf,2025-02,제4장  광고요금 등 지급,제29조(수탁수수료),방송사는 방송광고판매법 제16조 및 동법 시행령 제11조의 범위 내에서 공사와 협 의하여 정한 수탁수수료를 공사에 지급합니다. <개정 2025.2.21>,1,regulation
c9c22f45-ab76-47fe-ab4d-c3b30737d9bd,방송광고 판매대행 약관(방송사용)(2025년도 2월 개정).pdf,2025-02,제4장  광고요금 등 지급,제30조(소재 전송료),"①공사는 코덱스 서비스와 관련하여 광고소재의 디지털 전환 관련 장비의 감가상 각, 인건비 등 각종 비용, 코덱스 수신프로그램의 개발 및 유지 운영비 등을 고려하여 소재 전송료를 책정합니다. <개정 2025.2.21>
②제1항의 소재 전송료는 방송광고판매법 제5조 제2항의 방송사 및 공사와 방송광고 판매대행 기본 계약을 맺은 방송사들에 대하여는 면제합니다.
③소재 전송료의 지급수단 및 지급시기는 방송사와 공사가 합의하여 결정합니다. - 8 -",1,regulation
4a4e34ac-fc7d-45ab-9074-5d0a7c420232,방송광고 판매대행 약관(방송사용)(2025년도 2월 개정).pdf,2025-02,제5장 기타사항,제31조(계약의 체결),"①이 약관에서 협의하거나 합의하여 결정한다고 규정한 것과 기타 약관의 이행에 필요한 사항은 공사와 방송사간 “방송광고판매대행 기본계약서”에 따릅니다.
②제1항에 계약을 체결하고자 하는 방송사는 사업자의 종류에 따라 다음 표에 기재된 서류를 공사에 제출하여야 하며, 제출한 서류의 기재 내용이 변경된 경우에는 지체 없이 공사에 변경된 서류를 제출 하여야 합니다. 지상파방송사업자 지상파방송채널사용사업자 1. 방송국 허가증 2. 사업자등록증 3. 법인 인감증명서 4. 무선국 검사필증 5. 가시청구역도 6. 방송구역 내 가구수/ 인구수 1. 방송채널사용사업자 등록증 2. 사업자등록증 3. 법인 인감증명서 4. 방송채널임대계약서",1,regulation
f8173eed-7f36-4a30-a1cf-eeca182b6457,방송광고 판매대행 약관(방송사용)(2025년도 2월 개정).pdf,2025-02,제5장 기타사항,제32조(계약기간 등),"이 약관의 계약기간은 공사와 방송사간 별도로 정하지 않는 한 서명일로부터 1년 으로 하고, 계약기간 만료일 1개월 전까지 공사나 방송사가 계약조건에 대하여 서면으로 이의를 제기 하지 않는 때에는 동일한 조건으로 1년간 자동연장 됩니다. 다만 제31조의 방송광고판매대행 기본계 약서에 그 유효기간을 설정한 경우에는 이 약관의 계약기간도 이에 따릅니다.",1,regulation
380d2c16-54a7-4775-ad96-f5399555c23e,방송광고 판매대행 약관(방송사용)(2025년도 2월 개정).pdf,2025-02,제5장 기타사항,제33조(처분금지),"공사와 방송사는 관계법령에 의한 경우를 제외하고 상대방의 사전서면 동의 없이 이 약관상의 권리의무의 전부 또는 일부를 양도, 담보제공 기타 일체의 처분행위를 하지 못합니다.",1,regulation
ea0bd64e-e264-4fbb-842a-95ca14f124c7,방송광고 판매대행 약관(방송사용)(2025년도 2월 개정).pdf,2025-02,제5장 기타사항,제34조(비밀유지),"①공사와 방송사는 이 약관의 이행과정에서 상대방으로부터 제공받은 자료 또는 알게 된 상대방의 정보(양자를 통칭하여 이하 “비밀정보”라 합니다)를 상대방의 사전 서면동의 없이 이 약 관상 업무를 수행함에 있어 필요한 방송광고 청약자와 간접광고 제작 및 모니터링과 관련된 자(삼자 를 통칭하여 이하 “방송광고 관련자”라 한다) 이외의 제3자에게 공개할 수 없습니다.
②공사나 방송사가 방송광고 관련자에게 비밀정보를 제공할 때에는 필요하고도 충분한 비밀유지의무 를 방송광고 관련자에게 부과하여야 합니다.
③공사나 방송사는 비밀정보를 이 약관상의 업무를 수행할 목적으로만 사용하여야 하며, 상대방으로 부터 제공한 비밀정보의 반환 또는 폐기청구를 받은 경우에는 정당한 사유가 없는 한 즉시 이에 응하 여야 합니다.",1,regulation
935be5e2-2a75-48df-a2ec-eef224734613,방송광고 판매대행 약관(방송사용)(2025년도 2월 개정).pdf,2025-02,제5장 기타사항,제35조(손해배상 등),"①공사 또는 방송사는 이 약관상의 의무를 위반하여 상대방에게발생한 손해를 모 두 배상하여야 합니다.
②이 약관의 이행과 관련하여 귀책사유가 없는 당사자가 제3자로부터 이의제기 또는 손해배상청구 등 을 당한 경우에는 귀책사유가 있는 당사자가 이를 책임지고 해결하여야 하며, 귀책사유가 없는 당사 자에게 아무런 피해가 없도록 합니다. - 9 -",1,regulation
5b6a5f1e-8d3d-4df5-8e39-a2191e49e2d3,방송광고 판매대행 약관(방송사용)(2025년도 2월 개정).pdf,2025-02,제5장 기타사항,제36조(약관의 이행 등),"①공사와 방송사는 이 약관의 의무를 이행함에 있어 방송법 및 동법 시행령, 방송광고판매법 및 동법 시행령 등을 준수하며, 공사는 수임인으로서 선량한 관리자의 주의의무를 가 지고 이 약관상의 의무를 이행합니다.
②이 약관의 어느 조항이 무효 또는 집행불능 하더라도 나머지 조항은 여전히 유효하고 집행가능합니 다.
③이 약관에서 정하지 아니한 사항이 방송법 및 동법 시행령이나 방송광고판매법 및 동법 시행령과 고시 등 관계법령에 규정되어 있는 경우에는 그에 따르고, 관계법령에 규정되어 있지 않는 경우에는 공사와 방송사가 상호신뢰를 바탕으로 원만히 합의하여 해결하되, 합의가 성립되지 아니한 사항은 일 반 상관습이나 상법에 따릅니다.",1,regulation
1295a7e5-2085-4bd1-a716-626007233286,방송광고 판매대행 약관(방송사용)(2025년도 2월 개정).pdf,2025-02,제5장 기타사항,제37조(분쟁해결),"이 약관의 해석, 적용 또는 이행과 관련하여 분쟁이 발생한 경우 상호 협의를 통해 해결하는 것을 원칙으로 하되, 공사와 방송사간 협의에 의하여 해결되지 아니할 경우에는 서울중앙지 방법원을 관할법원으로 합니다. 부 칙 이 약관은 2012년 12월 1일부터 시행한다. 부 칙<2020.11.30.> 이 약관은 2020년 11월 30일부터 시행한다. 부 칙<2025.2.21.> 이 약관은 2025년 3월 1일부터 시행한다.",1,regulation
7da78874-adb2-4237-83ee-b807ce410fd5,변호사 운용 및 소송업무 처리지침(2022년도 3월 개정).pdf,2022-03,제1 장,제1조(목적),이지침은한국방송광고진흥공사(이하“공사”라한다)의 업무와관련하여소송수행변호사및자문변호사의선임등운용 에필요한사항과공사를당사자또는참가인(보조참가인을포함한 다. 이하같다)으로하는소송업무의처리에관한사항을정하는것 을목적으로한다. <개정2022.3.22.>,1,regulation
a15b211f-7a33-40da-923d-4e99c6a7fe4c,변호사 운용 및 소송업무 처리지침(2022년도 3월 개정).pdf,2022-03,제1 장,제2조(정의),"이지침에서사용하는용어의뜻은다음과같다. <개정2 022.3.22.> 1. “소송”이란공사를당사자, 참가인등으로하는민사소송, 형사소 송(수사절차를포함한다. 이하같다), 행정소송(행정심판을포함한다. 이하같다), 헌법소송등일체의소송및가처분등신청사건, 조정, 중재등과임직원이고의또는중과실없이행한직무상의행위로 당사자또는참가인이된민사소송또는형사소송을말한다. 2. “소송수행변호사”란공사와소송위임계약을맺고, 위임받은소송 행위등소송업무를수행하는법무법인또는개인변호사를말한다. - 2 - 3. “자문변호사”란공사와자문계약을맺고, 공사업무에대한법적 검토등자문업무를수행하는법무법인또는개인변호사를말한다. 4. “소송관련부서”란소송사건발생의원인이되는업무를담당하거 나관련되는부서를말한다. 5. “소송지원부서”란직제규정에따라소송업무를지원하거나관리 하는부서를말한다. 6. “소송비용”이란소송에서패소한당사자가소송종결후법원의 결정에따라부담하는소송수행중소요된비용(착수금, 승소보수, 인지대, 송달료, 감정료등)을말한다.",1,regulation
44578165-4526-4ef3-924b-31f6d5002a97,변호사 운용 및 소송업무 처리지침(2022년도 3월 개정).pdf,2022-03,제1 장,제3조(적용범위),공사의업무와관련하여소송수행변호사및자문변 호사의선임등운용에필요한사항과소송업무의처리에관한사 항은관련법령및제규정에서따로정하는경우를제외하고는이 지침을따른다. <개정2022.3.22.>,1,regulation
ce03bd7d-eb17-4f90-ba00-fc5aa60812d9,변호사 운용 및 소송업무 처리지침(2022년도 3월 개정).pdf,2022-03,제1 장,제4조(적용예외),공사에소속된변호사가공사의업무와관련하여소 송및자문업무를수행하는경우에는이지침과달리정할수있 다. <개정2022.3.22.>,1,regulation
26340148-0eed-40a0-9803-7ad6f9300274,변호사 운용 및 소송업무 처리지침(2022년도 3월 개정).pdf,2022-03,제2 장,제5조(선임기준),소송수행변호사및자문변호사는공사의업무수행 에알맞다고인정되는법무법인또는개인변호사로서다음각호의 사항을고려하여선임한다. 1. 방송‧통신‧광고등공사업무에관한이해도 2. 공사업무와관련된소송경험및승소율 3. 업무수행계획및선임비용의적정성 4. 수행할업무의난이도및특수성 5. 업무수행의전문성및효율성,1,regulation
6c1600f9-7948-4658-b5e3-c9e295a46ed2,변호사 운용 및 소송업무 처리지침(2022년도 3월 개정).pdf,2022-03,제2 장,제6조(선임제한),다음각호에해당하는경우에는특별한사정이없는 한소송수행변호사및자문변호사로선임할수없다. 법무법인의 경우공사업무를담당할자를기준으로한다. 1. 부패행위및법령위반등으로중대한징계전력이있는경우 2. 공사를당사자로한소송의상대방소송수임또는법률자문수 행등공사와이해충돌사항이있는경우,1,regulation
c268ca23-d5cf-483c-bbba-de83e63bc721,변호사 운용 및 소송업무 처리지침(2022년도 3월 개정).pdf,2022-03,제2 장,제7조(선임방법),"소송수행변호사및자문변호사의선임은일반경쟁, 제한경쟁, 지명경쟁방식으로한다. 다만, 다음각호의하나에해당 하는경우에는수의계약으로선임할수있다. <개정2020.5.27> 1. 선임비용이소액(5천만원이하)인경우 2. <삭제2020.5.27> 3. 수행할업무가특수한경우 4. 수행할업무가긴급한경우 - 4 -",1,regulation
f7b90dee-f892-46fe-998c-a07f27d28872,변호사 운용 및 소송업무 처리지침(2022년도 3월 개정).pdf,2022-03,제2 장,제8조(선임계약),"①소송수행변호사를선임하는경우에는별지제1호 서식의“소송위임기본계약서”에의해소송위임계약을체결해야한 다.
②자문변호사를선임하는경우에는별지제2호서식의“자문기본 계약서”에의해자문계약을체결해야한다.
③제1항과제2항에불구하고특별한사정이있는경우에는사건의 특수성등에따라별도의협의가가능하다.",1,regulation
0ea8f7dc-52bf-4388-9858-f7273813b32f,변호사 운용 및 소송업무 처리지침(2022년도 3월 개정).pdf,2022-03,제2 장,제9조(선임기간),"자문변호사의선임기간은1년이내로한다. 다만, 1 년이내단위로연장할수있다.",1,regulation
f44df718-a7e8-498c-a88c-47bce462c56e,변호사 운용 및 소송업무 처리지침(2022년도 3월 개정).pdf,2022-03,제2 장,제10조(퇴직자에대한특혜방지),공사의퇴직변호사또는퇴직임직 원이근무하는법무법인을퇴직후1년이내에소송수행변호사로 선임하는경우에는특별한사정이없는한제6조에도불구하고수 의계약으로할수없다.,1,regulation
a514132d-3f20-4ccc-82d3-bd2eb009eece,변호사 운용 및 소송업무 처리지침(2022년도 3월 개정).pdf,2022-03,제2 장,제11조(소송수행변호사의편중방지),수의계약에의해소송수행변호 사를선임해야할건수가다수인경우특정법무법인또는개인변호 사에게편중되지않도록하여야한다. 제2절 계약해지등<이동2022.3.22.>,1,regulation
